Recency,Frequency,Monetarry,Cluster,HC_Cluster,DBSCAN_Cluster_025,DBSCAN_Cluster_03,DBSCAN_Cluster_035,DBSCAN_Cluster_040,GMM_Cluster,Customer_Segment,KMeans_cluster
67,3,705.12,1,2,0,0,0,0,1,Regular Customers,1
187,2,272.48,3,1,0,0,0,0,3,Low-Value Customers,3
38,2,429.84,1,2,0,0,0,0,3,Regular Customers,1
15,3,450.41,1,2,0,0,0,0,1,Regular Customers,1
35,1,192.33,1,2,0,0,0,0,3,Regular Customers,1
195,3,1578.67,3,1,0,0,0,0,0,Low-Value Customers,3
2,5,742.43,1,2,0,0,0,0,1,Regular Customers,1
1,5,518.19,1,2,0,0,0,0,1,Regular Customers,1
367,1,145.93,3,1,0,0,0,0,3,Low-Value Customers,3
65,1,202.27,1,2,0,0,0,0,3,Regular Customers,1
299,2,289.78,3,1,0,0,0,0,3,Low-Value Customers,3
26,3,501.03,1,2,0,0,0,0,1,Regular Customers,1
8,6,1271.06,1,2,0,0,0,0,1,Regular Customers,1
17,3,887.11,1,2,0,0,0,0,1,Regular Customers,1
116,1,1706.88,1,2,0,0,0,0,1,Regular Customers,1
29,1,363.2,1,2,0,0,0,0,3,Regular Customers,1
4,16,3653.75,0,2,0,0,0,0,0,High-Value Customers,0
5,7,3037.6,1,2,0,0,0,0,1,Regular Customers,1
82,4,559.59,1,2,0,0,0,0,1,Regular Customers,1
29,5,928.76,1,2,0,0,0,0,1,Regular Customers,1
72,1,379.14,1,2,0,0,0,0,3,Regular Customers,1
4,8,1508.96,1,2,0,0,0,0,1,Regular Customers,1
29,9,2555.58,1,2,0,0,0,0,1,Regular Customers,1
290,1,113.44,3,1,0,0,0,0,3,Low-Value Customers,3
36,1,183.76,1,2,0,0,0,0,3,Regular Customers,1
9,6,621.6800000000001,1,2,0,0,0,0,1,Regular Customers,1
24,2,562.41,1,2,0,0,0,0,3,Regular Customers,1
277,1,391.52,3,1,0,0,0,0,3,Low-Value Customers,3
50,6,1068.82,1,2,0,0,0,0,1,Regular Customers,1
156,11,2592.25,1,1,-1,-1,-1,0,0,Regular Customers,1
61,1,154.18,1,2,0,0,0,0,3,Regular Customers,1
12,19,7069.08,0,2,0,0,0,0,0,High-Value Customers,0
21,3,829.89,1,2,0,0,0,0,1,Regular Customers,1
371,1,230.25,3,1,0,0,0,0,3,Low-Value Customers,3
116,3,543.05,1,2,0,0,0,0,3,Regular Customers,1
80,17,2814.7,0,2,-1,-1,-1,-1,0,High-Value Customers,0
4,7,1295.39,1,2,0,0,0,0,1,Regular Customers,1
26,3,378.89,1,2,0,0,0,0,1,Regular Customers,1
5,21,4554.87,0,2,0,0,0,0,0,High-Value Customers,0
53,1,150.23000000000002,1,2,0,0,0,0,3,Regular Customers,1
1,2,563.23,1,2,0,0,0,0,3,Regular Customers,1
55,2,931.03,1,2,0,0,0,0,1,Regular Customers,1
26,1,261.9,1,2,0,0,0,0,3,Regular Customers,1
9,4,2711.6800000000003,1,2,0,0,0,0,1,Regular Customers,1
52,3,3049.88,1,2,0,0,0,0,1,Regular Customers,1
13,9,1904.99,1,2,0,0,0,0,1,Regular Customers,1
212,3,816.73,3,1,0,0,0,0,3,Low-Value Customers,3
22,18,4345.5,0,2,0,0,0,0,0,High-Value Customers,0
236,1,406.48,3,1,0,0,0,0,3,Low-Value Customers,3
139,3,435.02,1,1,0,0,0,0,3,Regular Customers,1
4,6,1286.27,1,2,0,0,0,0,1,Regular Customers,1
57,3,1178.56,1,2,0,0,0,0,1,Regular Customers,1
135,3,1277.75,1,1,0,0,0,0,0,Regular Customers,1
109,2,167.61,1,2,0,0,0,0,3,Regular Customers,1
30,1,20.8,1,2,0,0,0,0,3,Regular Customers,1
1,9,2085.08,1,2,0,0,0,0,1,Regular Customers,1
185,4,518.67,3,1,0,0,0,0,0,Low-Value Customers,3
18,1,308.74,1,2,0,0,0,0,3,Regular Customers,1
239,2,416.64,3,1,0,0,0,0,3,Low-Value Customers,3
87,1,117.35,1,2,0,0,0,0,3,Regular Customers,1
39,3,507.05,1,2,0,0,0,0,1,Regular Customers,1
116,1,234.17,1,2,0,0,0,0,3,Regular Customers,1
187,1,110.55,3,1,0,0,0,0,3,Low-Value Customers,3
227,1,201.19,3,1,0,0,0,0,3,Low-Value Customers,3
8,7,2154.97,1,2,0,0,0,0,1,Regular Customers,1
189,1,319.02,3,1,0,0,0,0,3,Low-Value Customers,3
4,2,439.43,1,2,0,0,0,0,3,Regular Customers,1
39,3,650.41,1,2,0,0,0,0,1,Regular Customers,1
38,1,357.21,1,2,0,0,0,0,3,Regular Customers,1
267,1,251.52,3,1,0,0,0,0,3,Low-Value Customers,3
78,1,344.33,1,2,0,0,0,0,3,Regular Customers,1
4,6,1852.0,1,2,0,0,0,0,1,Regular Customers,1
255,2,1028.46,3,1,0,0,0,0,3,Low-Value Customers,3
61,1,384.06,1,2,0,0,0,0,3,Regular Customers,1
13,7,1905.87,1,2,0,0,0,0,1,Regular Customers,1
88,2,4459.52,1,2,0,0,0,0,0,Regular Customers,1
17,10,5464.12,1,2,0,0,0,0,0,Regular Customers,1
30,2,1873.2,1,2,0,0,0,0,1,Regular Customers,1
3,7,1616.8,1,2,0,0,0,0,1,Regular Customers,1
5,1,126.12,1,2,0,0,0,0,3,Regular Customers,1
7,6,1133.25,1,2,0,0,0,0,1,Regular Customers,1
219,1,179.0,3,1,0,0,0,0,3,Low-Value Customers,3
11,5,1614.31,1,2,0,0,0,0,1,Regular Customers,1
30,6,1456.96,1,2,0,0,0,0,1,Regular Customers,1
288,3,702.0,3,1,0,0,0,0,3,Low-Value Customers,3
150,4,295.0,3,1,0,0,0,0,0,Low-Value Customers,3
23,2,484.82,1,2,0,0,0,0,3,Regular Customers,1
1,11,3989.57,1,2,0,0,0,0,1,Regular Customers,1
86,3,1493.73,1,2,0,0,0,0,1,Regular Customers,1
46,2,1312.14,1,2,0,0,0,0,1,Regular Customers,1
5,4,781.78,1,2,0,0,0,0,1,Regular Customers,1
51,6,889.9300000000001,1,2,0,0,0,0,1,Regular Customers,1
18,1,195.36,1,2,0,0,0,0,3,Regular Customers,1
30,1,270.9,1,2,0,0,0,0,3,Regular Customers,1
8,3,583.4300000000001,1,2,0,0,0,0,1,Regular Customers,1
29,3,1838.61,1,2,0,0,0,0,1,Regular Customers,1
3,20,8694.26,0,2,0,0,0,0,0,High-Value Customers,0
41,2,920.1,1,2,0,0,0,0,1,Regular Customers,1
11,4,1258.08,1,2,0,0,0,0,1,Regular Customers,1
31,1,71.0,1,2,0,0,0,0,3,Regular Customers,1
45,3,95.85,1,2,0,0,0,0,1,Regular Customers,1
61,3,357.77,1,2,0,0,0,0,1,Regular Customers,1
185,2,154.82999999999998,3,1,0,0,0,0,3,Low-Value Customers,3
79,6,877.5600000000001,1,2,0,0,0,0,1,Regular Customers,1
111,2,716.0,1,2,0,0,0,0,3,Regular Customers,1
64,1,146.87,1,2,0,0,0,0,3,Regular Customers,1
12,2,380.35,1,2,0,0,0,0,3,Regular Customers,1
86,3,1030.14,1,2,0,0,0,0,1,Regular Customers,1
16,3,745.52,1,2,0,0,0,0,1,Regular Customers,1
246,2,433.53,3,1,0,0,0,0,3,Low-Value Customers,3
88,1,1267.32,1,2,0,0,0,0,1,Regular Customers,1
30,1,112.4,1,2,0,0,0,0,3,Regular Customers,1
138,1,449.73,1,2,0,0,0,0,3,Regular Customers,1
27,3,1071.49,1,2,0,0,0,0,1,Regular Customers,1
3,5,1036.58,1,2,0,0,0,0,1,Regular Customers,1
32,4,1735.18,1,2,0,0,0,0,1,Regular Customers,1
25,1,948.48,1,2,0,0,0,0,1,Regular Customers,1
113,3,339.44,1,2,0,0,0,0,3,Regular Customers,1
157,1,642.02,3,1,0,0,0,0,3,Low-Value Customers,3
85,3,1100.9,1,2,0,0,0,0,1,Regular Customers,1
118,3,925.35,1,2,0,0,0,0,3,Regular Customers,1
3,9,5655.03,1,2,0,0,0,0,0,Regular Customers,1
96,6,3185.64,1,2,0,0,0,0,1,Regular Customers,1
194,1,240.89,3,1,0,0,0,0,3,Low-Value Customers,3
28,1,399.09,1,2,0,0,0,0,3,Regular Customers,1
131,1,498.48,1,2,0,0,0,0,3,Regular Customers,1
28,5,1356.33,1,2,0,0,0,0,1,Regular Customers,1
82,3,1179.89,1,2,0,0,0,0,1,Regular Customers,1
30,5,3080.39,1,2,0,0,0,0,1,Regular Customers,1
266,1,234.24,3,1,0,0,0,0,3,Low-Value Customers,3
74,11,5232.2300000000005,1,2,0,0,0,0,0,Regular Customers,1
314,4,533.33,3,1,0,0,0,0,0,Low-Value Customers,3
21,7,1461.14,1,2,0,0,0,0,1,Regular Customers,1
59,3,855.45,1,2,0,0,0,0,1,Regular Customers,1
12,21,4552.14,0,2,0,0,0,0,0,High-Value Customers,0
28,9,2709.7000000000003,1,2,0,0,0,0,1,Regular Customers,1
114,1,304.24,1,2,0,0,0,0,3,Regular Customers,1
28,9,2429.03,1,2,0,0,0,0,1,Regular Customers,1
18,4,1446.09,1,2,0,0,0,0,1,Regular Customers,1
18,4,834.12,1,2,0,0,0,0,1,Regular Customers,1
36,3,841.0799999999999,1,2,0,0,0,0,1,Regular Customers,1
36,2,378.2,1,2,0,0,0,0,3,Regular Customers,1
78,1,118.8,1,2,0,0,0,0,3,Regular Customers,1
22,2,287.62,1,2,0,0,0,0,3,Regular Customers,1
25,2,288.91,1,2,0,0,0,0,3,Regular Customers,1
33,2,2003.85,1,2,0,0,0,0,1,Regular Customers,1
109,3,1405.78,1,2,0,0,0,0,1,Regular Customers,1
35,2,2747.99,1,2,0,0,0,0,1,Regular Customers,1
123,5,1562.4,1,1,0,0,0,0,0,Regular Customers,1
7,6,2050.08,1,2,0,0,0,0,1,Regular Customers,1
28,4,1991.01,1,2,0,0,0,0,1,Regular Customers,1
4,7,1974.65,1,2,0,0,0,0,1,Regular Customers,1
3,8,3827.76,1,2,0,0,0,0,1,Regular Customers,1
50,4,1774.03,1,2,0,0,0,0,1,Regular Customers,1
322,1,302.0,3,1,0,0,0,0,3,Low-Value Customers,3
23,3,1324.16,1,2,0,0,0,0,1,Regular Customers,1
15,4,1022.13,1,2,0,0,0,0,1,Regular Customers,1
2,8,954.42,1,2,0,0,0,0,1,Regular Customers,1
18,1,971.74,1,2,0,0,0,0,1,Regular Customers,1
10,4,1621.73,1,2,0,0,0,0,1,Regular Customers,1
262,1,25.5,3,1,0,0,0,0,3,Low-Value Customers,3
159,2,665.78,3,1,0,0,0,0,3,Low-Value Customers,3
33,6,10797.48,1,2,-1,-1,0,0,0,Regular Customers,1
29,6,881.29,1,2,0,0,0,0,1,Regular Customers,1
165,1,163.29999999999998,3,1,0,0,0,0,3,Low-Value Customers,3
47,1,231.61,1,2,0,0,0,0,3,Regular Customers,1
6,8,801.12,1,2,0,0,0,0,1,Regular Customers,1
8,3,837.5,1,2,0,0,0,0,1,Regular Customers,1
288,1,116.2,3,1,0,0,0,0,3,Low-Value Customers,3
318,1,157.02,3,1,0,0,0,0,3,Low-Value Customers,3
3,2,606.91,1,2,0,0,0,0,3,Regular Customers,1
233,1,307.46,3,1,0,0,0,0,3,Low-Value Customers,3
119,1,138.32,1,2,0,0,0,0,3,Regular Customers,1
162,1,345.29999999999995,3,1,0,0,0,0,3,Low-Value Customers,3
185,1,294.24,3,1,0,0,0,0,3,Low-Value Customers,3
50,1,230.5,1,2,0,0,0,0,3,Regular Customers,1
152,5,989.45,3,1,0,0,0,0,0,Low-Value Customers,3
335,1,157.09,3,1,0,0,0,0,3,Low-Value Customers,3
5,5,2463.17,1,2,0,0,0,0,1,Regular Customers,1
16,7,4892.240000000001,1,2,0,0,0,0,0,Regular Customers,1
107,2,413.2,1,2,0,0,0,0,3,Regular Customers,1
16,7,1139.73,1,2,0,0,0,0,1,Regular Customers,1
276,1,380.5,3,1,0,0,0,0,3,Low-Value Customers,3
16,12,10650.77,0,2,0,0,0,0,0,High-Value Customers,0
247,1,454.12,3,1,0,0,0,0,3,Low-Value Customers,3
239,1,579.0,3,1,0,0,0,0,3,Low-Value Customers,3
1,2,984.57,1,2,0,0,0,0,1,Regular Customers,1
106,3,749.78,1,2,0,0,0,0,3,Regular Customers,1
23,4,1714.59,1,2,0,0,0,0,1,Regular Customers,1
52,1,124.88,1,2,0,0,0,0,3,Regular Customers,1
195,3,1689.5,3,1,0,0,0,0,0,Low-Value Customers,3
24,1,213.78,1,2,0,0,0,0,3,Regular Customers,1
75,1,329.34,1,2,0,0,0,0,3,Regular Customers,1
18,2,251.7,1,2,0,0,0,0,3,Regular Customers,1
8,2,319.0,1,2,0,0,0,0,3,Regular Customers,1
32,3,1266.97,1,2,0,0,0,0,1,Regular Customers,1
22,3,1538.88,1,2,0,0,0,0,1,Regular Customers,1
31,6,3518.03,1,2,0,0,0,0,1,Regular Customers,1
29,9,1715.46,1,2,0,0,0,0,1,Regular Customers,1
22,2,293.1,1,2,0,0,0,0,3,Regular Customers,1
33,7,2467.35,1,2,0,0,0,0,1,Regular Customers,1
284,1,158.68,3,1,0,0,0,0,3,Low-Value Customers,3
39,2,206.34,1,2,0,0,0,0,3,Regular Customers,1
58,2,835.78,1,2,0,0,0,0,1,Regular Customers,1
289,1,224.91,3,1,0,0,0,0,3,Low-Value Customers,3
79,1,317.76,1,2,0,0,0,0,3,Regular Customers,1
5,8,3766.6,1,2,0,0,0,0,1,Regular Customers,1
218,1,59.9,3,1,0,0,0,0,3,Low-Value Customers,3
44,4,1443.69,1,2,0,0,0,0,1,Regular Customers,1
202,1,306.13,3,1,0,0,0,0,3,Low-Value Customers,3
178,3,711.79,3,1,0,0,0,0,3,Low-Value Customers,3
56,4,783.97,1,2,0,0,0,0,1,Regular Customers,1
57,2,239.92,1,2,0,0,0,0,3,Regular Customers,1
8,6,3347.31,1,2,0,0,0,0,1,Regular Customers,1
47,2,144.0,1,2,0,0,0,0,3,Regular Customers,1
227,1,203.95,3,1,0,0,0,0,3,Low-Value Customers,3
11,7,2474.23,1,2,0,0,0,0,1,Regular Customers,1
106,2,383.75,1,2,0,0,0,0,3,Regular Customers,1
59,2,444.74,1,2,0,0,0,0,3,Regular Customers,1
28,7,2093.68,1,2,0,0,0,0,1,Regular Customers,1
36,7,1699.3000000000002,1,2,0,0,0,0,1,Regular Customers,1
274,2,262.62,3,1,0,0,0,0,3,Low-Value Customers,3
30,1,1013.01,1,2,0,0,0,0,1,Regular Customers,1
24,3,692.22,1,2,0,0,0,0,1,Regular Customers,1
54,1,289.78,1,2,0,0,0,0,3,Regular Customers,1
36,6,3560.08,1,2,0,0,0,0,1,Regular Customers,1
175,4,1564.56,3,1,0,0,0,0,0,Low-Value Customers,3
54,1,384.08,1,2,0,0,0,0,3,Regular Customers,1
53,1,204.24,1,2,0,0,0,0,3,Regular Customers,1
27,8,2317.2200000000003,1,2,0,0,0,0,1,Regular Customers,1
253,1,226.85,3,1,0,0,0,0,3,Low-Value Customers,3
40,7,2781.23,1,2,0,0,0,0,1,Regular Customers,1
60,6,1059.12,1,2,0,0,0,0,1,Regular Customers,1
234,1,113.5,3,1,0,0,0,0,3,Low-Value Customers,3
4,10,1951.97,1,2,0,0,0,0,1,Regular Customers,1
32,1,114.23,1,2,0,0,0,0,3,Regular Customers,1
24,14,3187.55,1,2,0,0,0,0,0,Regular Customers,1
7,2,334.48,1,2,0,0,0,0,3,Regular Customers,1
65,1,328.65,1,2,0,0,0,0,3,Regular Customers,1
310,2,416.89,3,1,0,0,0,0,3,Low-Value Customers,3
309,1,393.49,3,1,0,0,0,0,3,Low-Value Customers,3
19,6,939.32,1,2,0,0,0,0,1,Regular Customers,1
16,8,1906.09,1,2,0,0,0,0,1,Regular Customers,1
96,2,318.76,1,2,0,0,0,0,3,Regular Customers,1
264,8,3638.41,3,1,-1,-1,-1,-1,0,Low-Value Customers,3
12,10,3124.72,1,2,0,0,0,0,1,Regular Customers,1
3,2,417.77,1,2,0,0,0,0,3,Regular Customers,1
35,1,190.88,1,2,0,0,0,0,3,Regular Customers,1
183,1,149.89,3,1,0,0,0,0,3,Low-Value Customers,3
25,2,550.06,1,2,0,0,0,0,3,Regular Customers,1
13,6,916.13,1,2,0,0,0,0,1,Regular Customers,1
11,2,314.69,1,2,0,0,0,0,3,Regular Customers,1
3,17,3719.1,0,2,0,0,0,0,0,High-Value Customers,0
313,1,382.5,3,1,0,0,0,0,3,Low-Value Customers,3
108,2,1135.04,1,2,0,0,0,0,1,Regular Customers,1
1,26,8540.05,0,2,1,0,0,0,2,High-Value Customers,0
53,1,954.9,1,2,0,0,0,0,1,Regular Customers,1
205,1,171.45,3,1,0,0,0,0,3,Low-Value Customers,3
15,1,280.09000000000003,1,2,0,0,0,0,3,Regular Customers,1
120,1,318.65,1,2,0,0,0,0,3,Regular Customers,1
4,2,381.97,1,2,0,0,0,0,3,Regular Customers,1
363,1,269.83,3,1,0,0,0,0,3,Low-Value Customers,3
117,2,348.91,1,2,0,0,0,0,3,Regular Customers,1
18,1,178.26,1,2,0,0,0,0,3,Regular Customers,1
5,2,271.19,1,2,0,0,0,0,3,Regular Customers,1
41,2,291.48,1,2,0,0,0,0,3,Regular Customers,1
107,2,240.0,1,2,0,0,0,0,3,Regular Customers,1
148,2,581.23,3,1,0,0,0,0,3,Low-Value Customers,3
52,5,1253.36,1,2,0,0,0,0,1,Regular Customers,1
208,1,63.440000000000005,3,1,0,0,0,0,3,Low-Value Customers,3
139,2,550.01,1,1,0,0,0,0,3,Regular Customers,1
2,3,296.58,1,2,0,0,0,0,1,Regular Customers,1
127,2,317.2,1,2,0,0,0,0,3,Regular Customers,1
108,4,763.64,1,2,0,0,0,0,1,Regular Customers,1
42,4,2148.63,1,2,0,0,0,0,1,Regular Customers,1
35,1,107.82,1,2,0,0,0,0,3,Regular Customers,1
228,2,1065.35,3,1,0,0,0,0,3,Low-Value Customers,3
241,1,246.04,3,1,0,0,0,0,3,Low-Value Customers,3
58,1,187.83,1,2,0,0,0,0,3,Regular Customers,1
130,3,1685.46,1,1,0,0,0,0,0,Regular Customers,1
60,6,1647.48,1,2,0,0,0,0,1,Regular Customers,1
22,1,151.37,1,2,0,0,0,0,3,Regular Customers,1
26,7,1049.06,1,2,0,0,0,0,1,Regular Customers,1
9,7,1417.63,1,2,0,0,0,0,1,Regular Customers,1
32,3,931.02,1,2,0,0,0,0,1,Regular Customers,1
4,2,513.01,1,2,0,0,0,0,3,Regular Customers,1
308,1,550.8000000000001,3,1,0,0,0,0,3,Low-Value Customers,3
8,9,1854.06,1,2,0,0,0,0,1,Regular Customers,1
29,3,547.0,1,2,0,0,0,0,1,Regular Customers,1
17,1,128.18,1,2,0,0,0,0,3,Regular Customers,1
101,2,498.42,1,2,0,0,0,0,3,Regular Customers,1
12,4,656.61,1,2,0,0,0,0,1,Regular Customers,1
21,1,163.24,1,2,0,0,0,0,3,Regular Customers,1
15,5,1135.63,1,2,0,0,0,0,1,Regular Customers,1
361,1,250.04,3,1,0,0,0,0,3,Low-Value Customers,3
11,18,8631.31,0,2,0,0,0,0,0,High-Value Customers,0
95,1,82.75,1,2,0,0,0,0,3,Regular Customers,1
78,2,1384.85,1,2,0,0,0,0,1,Regular Customers,1
139,3,644.3,1,1,0,0,0,0,3,Regular Customers,1
31,1,2328.84,1,2,0,0,0,0,1,Regular Customers,1
25,8,2527.92,1,2,0,0,0,0,1,Regular Customers,1
2,38,6281.23,0,2,-1,-1,-1,-1,2,High-Value Customers,0
46,3,2600.34,1,2,0,0,0,0,1,Regular Customers,1
100,3,1200.62,1,2,0,0,0,0,1,Regular Customers,1
8,2,657.16,1,2,0,0,0,0,3,Regular Customers,1
15,7,906.52,1,2,0,0,0,0,1,Regular Customers,1
18,4,986.48,1,2,0,0,0,0,1,Regular Customers,1
280,1,96.8,3,1,0,0,0,0,3,Low-Value Customers,3
14,2,523.11,1,2,0,0,0,0,3,Regular Customers,1
23,2,363.9,1,2,0,0,0,0,3,Regular Customers,1
124,1,175.2,1,2,0,0,0,0,3,Regular Customers,1
86,1,494.25,1,2,0,0,0,0,3,Regular Customers,1
302,2,307.02,3,1,0,0,0,0,3,Low-Value Customers,3
151,4,1981.06,3,1,0,0,0,0,0,Low-Value Customers,3
17,8,6493.54,1,2,0,0,0,0,0,Regular Customers,1
94,2,243.36,1,2,0,0,0,0,3,Regular Customers,1
30,9,12353.29,1,2,-1,-1,0,0,0,Regular Customers,1
157,3,682.29,3,1,0,0,0,0,3,Low-Value Customers,3
355,1,193.64,3,1,0,0,0,0,3,Low-Value Customers,3
46,1,157.62,1,2,0,0,0,0,3,Regular Customers,1
15,5,519.6899999999999,1,2,0,0,0,0,1,Regular Customers,1
4,15,2622.88,0,2,0,0,0,0,0,High-Value Customers,0
86,1,228.96,1,2,0,0,0,0,3,Regular Customers,1
15,5,1156.6,1,2,0,0,0,0,1,Regular Customers,1
179,1,98.25,3,1,0,0,0,0,3,Low-Value Customers,3
8,4,1281.32,1,2,0,0,0,0,1,Regular Customers,1
36,3,587.15,1,2,0,0,0,0,1,Regular Customers,1
129,2,1740.0,1,1,0,0,0,0,0,Regular Customers,1
51,1,1393.06,1,2,0,0,0,0,1,Regular Customers,1
312,1,178.22,3,1,0,0,0,0,3,Low-Value Customers,3
24,2,384.39,1,2,0,0,0,0,3,Regular Customers,1
303,2,360.81,3,1,0,0,0,0,3,Low-Value Customers,3
11,1,127.86,1,2,0,0,0,0,3,Regular Customers,1
17,3,568.24,1,2,0,0,0,0,1,Regular Customers,1
49,3,488.2,1,2,0,0,0,0,1,Regular Customers,1
239,2,312.23,3,1,0,0,0,0,3,Low-Value Customers,3
1,11,4462.68,1,2,0,0,0,0,1,Regular Customers,1
13,8,4767.36,1,2,0,0,0,0,0,Regular Customers,1
238,1,167.55,3,1,0,0,0,0,3,Low-Value Customers,3
23,8,1878.87,1,2,0,0,0,0,1,Regular Customers,1
73,4,446.18,1,2,0,0,0,0,1,Regular Customers,1
17,3,418.4,1,2,0,0,0,0,1,Regular Customers,1
41,8,1337.18,1,2,0,0,0,0,1,Regular Customers,1
40,4,646.92,1,2,0,0,0,0,1,Regular Customers,1
219,2,495.77,3,1,0,0,0,0,3,Low-Value Customers,3
199,3,400.1,3,1,0,0,0,0,3,Low-Value Customers,3
71,2,203.2,1,2,0,0,0,0,3,Regular Customers,1
24,20,4058.32,0,2,0,0,0,0,0,High-Value Customers,0
11,1,389.72,1,2,0,0,0,0,3,Regular Customers,1
9,29,20275.61,0,2,-1,1,1,0,2,High-Value Customers,0
65,1,65.4,1,2,0,0,0,0,3,Regular Customers,1
4,1,193.39,1,2,0,0,0,0,3,Regular Customers,1
19,2,336.4,1,2,0,0,0,0,3,Regular Customers,1
15,1,256.11,1,2,0,0,0,0,3,Regular Customers,1
8,6,2686.42,1,2,0,0,0,0,1,Regular Customers,1
20,2,746.81,1,2,0,0,0,0,3,Regular Customers,1
78,4,1259.56,1,2,0,0,0,0,1,Regular Customers,1
1,34,31833.68,0,2,-1,-1,-1,-1,2,High-Value Customers,0
164,2,508.8,3,1,0,0,0,0,3,Low-Value Customers,3
307,2,417.27,3,1,0,0,0,0,3,Low-Value Customers,3
219,1,203.87,3,1,0,0,0,0,3,Low-Value Customers,3
39,6,7330.8,1,2,0,0,0,0,0,Regular Customers,1
22,2,681.41,1,2,0,0,0,0,3,Regular Customers,1
115,3,653.38,1,2,0,0,0,0,3,Regular Customers,1
126,5,2097.84,1,1,0,0,0,0,0,Regular Customers,1
5,13,2633.85,1,2,0,0,0,0,0,Regular Customers,1
36,1,263.92,1,2,0,0,0,0,3,Regular Customers,1
4,15,31906.82,0,0,-1,-1,-1,-1,2,High-Value Customers,0
1,3,1031.41,1,2,0,0,0,0,1,Regular Customers,1
333,3,2184.42,3,1,0,0,0,0,0,Low-Value Customers,3
163,1,32.65,3,1,0,0,0,0,3,Low-Value Customers,3
185,2,771.85,3,1,0,0,0,0,3,Low-Value Customers,3
16,5,1214.72,1,2,0,0,0,0,1,Regular Customers,1
12,3,778.94,1,2,0,0,0,0,1,Regular Customers,1
3,7,1258.06,1,2,0,0,0,0,1,Regular Customers,1
44,2,778.0,1,2,0,0,0,0,3,Regular Customers,1
80,1,507.84,1,2,0,0,0,0,3,Regular Customers,1
30,7,6893.42,1,2,0,0,0,0,0,Regular Customers,1
42,2,463.46,1,2,0,0,0,0,3,Regular Customers,1
11,12,4226.57,1,2,0,0,0,0,1,Regular Customers,1
50,3,598.83,1,2,0,0,0,0,1,Regular Customers,1
16,6,1979.37,1,2,0,0,0,0,1,Regular Customers,1
46,2,698.41,1,2,0,0,0,0,3,Regular Customers,1
19,2,759.17,1,2,0,0,0,0,3,Regular Customers,1
8,6,5037.26,1,2,0,0,0,0,0,Regular Customers,1
72,1,100.8,1,2,0,0,0,0,3,Regular Customers,1
1,27,17256.85,0,2,-1,-1,1,0,2,High-Value Customers,0
128,3,524.9200000000001,1,1,0,0,0,0,3,Regular Customers,1
33,2,265.76,1,2,0,0,0,0,3,Regular Customers,1
313,1,403.3,3,1,0,0,0,0,3,Low-Value Customers,3
18,2,365.76,1,2,0,0,0,0,3,Regular Customers,1
88,1,303.16,1,2,0,0,0,0,3,Regular Customers,1
2,7,2373.82,1,2,0,0,0,0,1,Regular Customers,1
2,2,216.3,1,2,0,0,0,0,3,Regular Customers,1
254,1,388.4500000000001,3,1,0,0,0,0,3,Low-Value Customers,3
157,3,186.42,3,1,0,0,0,0,3,Low-Value Customers,3
37,6,2248.56,1,2,0,0,0,0,1,Regular Customers,1
220,1,534.24,3,1,0,0,0,0,3,Low-Value Customers,3
148,3,2940.04,1,1,0,0,0,0,0,Regular Customers,1
177,2,120.9,3,1,0,0,0,0,3,Low-Value Customers,3
40,2,541.53,1,2,0,0,0,0,3,Regular Customers,1
2,7,2519.21,1,2,0,0,0,0,1,Regular Customers,1
8,46,194390.79,2,3,-1,-1,-1,-1,2,VIP Customers,2
1,6,1721.4,1,2,0,0,0,0,1,Regular Customers,1
18,2,486.72,1,2,0,0,0,0,3,Regular Customers,1
192,4,517.53,3,1,0,0,0,0,0,Low-Value Customers,3
204,1,131.7,3,1,0,0,0,0,3,Low-Value Customers,3
365,1,249.86,3,1,0,0,0,0,3,Low-Value Customers,3
127,5,1737.7,1,1,0,0,0,0,0,Regular Customers,1
15,1,316.5,1,2,0,0,0,0,3,Regular Customers,1
43,2,657.3,1,2,0,0,0,0,3,Regular Customers,1
94,6,622.4300000000001,1,2,0,0,0,0,1,Regular Customers,1
23,3,735.82,1,2,0,0,0,0,1,Regular Customers,1
60,2,675.69,1,2,0,0,0,0,3,Regular Customers,1
16,5,1875.86,1,2,0,0,0,0,1,Regular Customers,1
158,1,289.96000000000004,3,1,0,0,0,0,3,Low-Value Customers,3
10,2,763.28,1,2,0,0,0,0,3,Regular Customers,1
10,2,137.0,1,2,0,0,0,0,3,Regular Customers,1
16,5,1870.97,1,2,0,0,0,0,1,Regular Customers,1
45,5,1125.07,1,2,0,0,0,0,1,Regular Customers,1
191,3,697.54,3,1,0,0,0,0,3,Low-Value Customers,3
79,1,194.37,1,2,0,0,0,0,3,Regular Customers,1
78,1,511.82,1,2,0,0,0,0,3,Regular Customers,1
4,4,1255.59,1,2,0,0,0,0,1,Regular Customers,1
65,3,414.04,1,2,0,0,0,0,1,Regular Customers,1
261,1,396.87,3,1,0,0,0,0,3,Low-Value Customers,3
59,2,376.64,1,2,0,0,0,0,3,Regular Customers,1
1,7,2092.32,1,2,0,0,0,0,1,Regular Customers,1
1,10,3558.87,1,2,0,0,0,0,1,Regular Customers,1
248,1,374.57,3,1,0,0,0,0,3,Low-Value Customers,3
8,2,497.56,1,2,0,0,0,0,3,Regular Customers,1
359,1,271.05,3,1,0,0,0,0,3,Low-Value Customers,3
